,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,Target
2826,kariim8,Computer Science Java JavaScript Android Development HTML SQL MySQL CSS ObjectOriented Programming OOP Microsoft Office Flutter Git java WordPress Mobile Applications JSON Data Structures Algorithms Adobe Photoshop SQLite Gitlab Github Trello Sourcetree Dart Social Media Marketing Swift Artificial Intelligence Entrepreneurship Unit Testing iOS Development Business Strategy ObjectiveC Team Foundation Server TFS Swift Programming Language Xcode Mobile Technology Core Data UIKit Core Animation RxSwift Interface Builder CocoaPods Cocoa Touch RxDart     ,Bachelor's degree October 6 University, , ,Mobile Application Developer Vodafone,iOS & Flutter Developer Bites.com,iOS & Flutter Developer Integrated Technology Group (ITG),Android developer IRIS Solutions,Mobile App Developer
2827,ahmed-e-zeyada,Java Android Development Android Studio Mobile Application Development Software Development MySQL Android Git Data Analysis Google Material Design Firebase JSON XML Microsoft SQL Server REST APIs SQLite Github Postman Application Development Kotlin Design Patterns Representational State Transfer REST Application Programming Interfaces Android SDK Modelviewviewmodel MVVM Android Design Android Support Android Testing Design Principles Retrofit NFC Volley Library Cocoa Sales Process Visual Design               ,Bachelor's degree Al-Neelain University, , ,Mobile Application Developer DataCell Solutions,Android Developer Altkamul Altiqani Computers,Android Developer Labeeb,Android Developer August IT Solutions,Mobile App Developer
2828,jack-kiarie-6260aa120,Android Project Management Agile Methodologies Agile Project Management BackEnd Web Development Agile Application Development DevOps Ruby on Rails Ruby Scrum Software Project Management FrontEnd Development Operations Management Design Thinking Kanban Software Lean Management Customer Focused Design                                , Egerton University, , ,Mobile Application Developer Safaricom PLC,Software Engineer NATHAN CLAIRE AFRICA,Software Engineer Lipa Later Ltd., ,Mobile App Developer
2829,kavindu15,JavaScript Cascading Style Sheets CSS HTML Leadership SQL Reactjs Public Speaking RESTful WebServices Nodejs React Native Python Firebase Cloud Computing MongoDB Google Cloud Platform GCP Adobe Photoshop Adobe Premiere Pro Amazon Web Services AWS Redis Docker Kubernetes Digital Marketing Social Media Marketing Continuous Integration and Continuous Delivery CICD DevOps Search Engine Optimization SEO Digital Photography People Management Mobile Photography UI Automation                          ,Bachelor’s Degree University of Moratuwa, Rahula College, ,DevOps Engineer Enactor Limited,Software Engineering Trainee Zepto,Open Source Developer MuseScore, ,DevOps
2830,chathuru,PHP HTML SQL MySQL Linux Git Python Google Cloud Platform GCP Microsoft Azure Amazon Web Services AWS Jenkins Kubernetes System Administration Web Servers Terraform Apache Teaching Nginx CentOS OpenStack Domain Name System DNS VMware vSphere Linux System Administration Servers VMware Nagios Blogger Bind Kubernete Openshift                          ,Master's degree University of Moratuwa,Bachelor’s Degree University of Colombo School of Computing,"High School Dharmadhutha National College, Badulla",Senior DevOps Engineer IFS,System Engineer WSO2,System And Network Administrator University of Colombo School of Computing,Trainee System & Network Administrator University of Colombo School of Computing,DevOps
2831,dileka-nanayakkara-230146176,Java Software Development Python Programming Language C Programming Language Microsoft Office Linux Artificial Intelligence AI Arduino Google Cloud Platform GCP Embedded Systems Internet of Things IoT Engineering MATLAB Application Development VHDL Optical Character Recognition OCR Intel Quartus Prime FPGA prototyping Cisco Certified Configuration Management Google cloud API puppet                                  ,BSc Engineering University of Peradeniya," Swarnamali Girls' College, Kandy", ,DevOps Engineer Axiata Digital Labs,Intern Airport & Aviation Services (Srilanka) Limited,Intern National Water Supply and Drainage Board, ,DevOps
2832,sandeep-rashandima-perera-4a548466,Java C Communication HTML Programming SQL MySQL Microsoft Office Linux Research Microsoft Excel Microsoft Word PowerPoint Windows Matlab Teamwork Cloud Computing Agile Methodologies Cybersecurity Network Security Big Data C Cloud Administration System Migration Amazon Web Services AWS Telecommunications Network Engineering Core Network LTE CDMA                          ,B-Tec HND in Electrical & Electronic Enginneeing Telecom Training Centre Welisara,G.C.E Advanced Level St' Anne's College, ,Senior DevOps Engineer Axiata Digital Labs,Operations Engineer Wavenet,Executive - Converged Charging Dialog Axiata PLC,Network Support Engineer Exetel,DevOps
2833,rishikayshan-gopalapillai-832a87175,Amazon Web Services AWS Cisco Networking Active Directory Network Engineering Firewalls Dynamic Host Configuration Protocol DHCP MCSA Redhat                                                ,Master's degree University of Moratuwa,BSc (Hons) SLIIT, ,DevOps Engineer BlackSwan Technologies,Network And Security Administrator MCB Bank Limited,Information Technology Trainee DFCC Bank PLC, ,DevOps
2834,iroshmadhushan,Time Management Teamwork Team Leadership Agile Methodologies Agile Project Management Cybersecurity Network Security Customer Service Troubleshooting Computer Networking Cisco Routers Business Strategy Network Administration Social Engineering User Stories Network Engineering Linux System Administration Cisco Systems Products Small Business Management Digital Transformation Agile Leadership Leading Meetings Data Privacy                                 ,Bachelor's degree University of Colombo School of Computing,HNDE Higher National Diploma In Engineering , Richmond College,DevOps Engineer Digital Micro Services,System Support Engineer Epic Lanka,VAS Operations - Dialog Axiata PLC Dialog Axiata PLC,Assistant Network Engineer Sri Lanka Telecom Services,DevOps
2835,rusarajayawardane,Python Programming Language Matlab Telecommunications Java Programming                                                    ,Bachelor of Science - BS University of Peradeniya,"GCE A/L Maliyadeva College ,Kurunegala",GCE O/L Ibbagamuwa Central College,DevOps Engineer LSEG Technology,DevOps Engineer Axiata Digital Labs,Internship Trainee Dialog Axiata PLC,Trainee Electrical and Electronics Engineer Dialog Axiata PLC,DevOps
2836,nadeesha-chathumal-00078214a,Java Communication SQL Python Programming Language C Programming Language MySQL Time Management Shell Scripting Spring Boot Linux Ubuntu Arduino Teamwork Networking Docker Jenkins Kubernetes Continuous Integration and Continuous Delivery CICD DevOps Ansible Printed Circuit Board PCB Design Assembly Language Computing Apache Nginx PHP Applications git CentOS Bash Red Hat Enterprise Linux RHEL Servers Nagios KiCAD Eagle PCB AWR Microwave Office                     ,Bachelor's degree University of Peradeniya,Cisco Certified Network Associate 200 - 125 Vibernets Academy, Royal College Colombo,DevOps Engineer Axiata Digital Labs,"Engineering Intern Huawei Technologies Lanka Co., (Pvt) Ltd.",Engineering Intern Airport & Aviation Services (Srilanka) Limited, ,DevOps
2837,sandun-akalanka,Java JavaScript HTML Software Development SQL Reactjs MySQL Public Speaking Microsoft Office Linux Ubuntu Nodejs Git Microsoft Excel Windows C MongoDB Microsoft SQL Server AWS Elastic Beanstalk Amazon Web Services AWS Jenkins Troubleshooting Continuous Integration and Continuous Delivery CICD Elastic Stack ELK Toastmasters CentOS Akamai                             , Ananda College - Colombo 10,B.Sc. (Hons) in Information Technology (Sp. in SE) SLIIT, ,DevOps Engineer Axiata Digital Labs,Associate DevOps Engineer Aeturnum,Intern  Pearson, ,DevOps
2838,thilinaba,Java JavaScript PHP Information Technology SQL Python Programming Language MySQL Linux Git Machine Learning Python English Cloud Computing C Amazon Web Services AWS Tomcat Networking NoSQL Docker Jenkins Kubernetes Github Computer Networking Web Services Docker Products Continuous Integration and Continuous Delivery CICD DevOps Ansible Apache Virtual Private Network VPN Nginx Puppet Bash Scripting Web Application Security API Management Application Security Linux System Administration Local Area Network LAN Information Security Infrastructure Systems Engineering Incident Response Accountability AWS CloudFormation Written Communication Cloud Computing IaaS Infrastructure as a Service IaaS        ,Bachelor of Science (B.Sc.) Curtin University,Post graduate diploma SLIIT, ,Senior DevOps Engineer Chakray Consulting,Professional Freelancer Fiverr,Senior System Engineer (Managed Services) WSO2,System Engineer (Managed Services) WSO2,DevOps
2839,damithu,SQL Python Programming Language MySQL Microsoft Office Linux Windows Cloud Computing Network Security Networking Redmine Jenkins Kubernetes Troubleshooting docker Google Kubernetes Engine GKE Pycharm Puppet OpenStack Sonarqube Network Administration Virtualization Firewalls TCPIP IP Servers Windows Zimbra Configuration Management Identity Management swarm proxy server Pf Sense Hybrid Cloud Storage Ovirt LDAP Administration deepin                    , Sri Pangnananda National College, , ,Senior DevOps Engineer Zone24x7,Associate Tech Lead - Network System Engineering M I Synergy (Pvt) Ltd,Senior System Engineer M I Synergy (Pvt) Ltd,System Engineer M I Synergy (Pvt) Ltd,DevOps
2840,ishara-niwarthana-93322778,MySQL Shell Scripting Linux Ubuntu PostgreSQL Git AWS Lambda Tomcat Redis Jenkins Troubleshooting System Administration Ansible JBoss Application Server Apache Network Administration aws Load Balancing Nagios pfSense Centos bucardo                                  ,Bachelor of Science - BS TEESSIDE UNIVERSITY, , ,Senior DevOps Engineer hSenid Mobile Solutions (Pvt) Ltd,DevOps Engineer Exetel,System Engineer Rezgateway,Junior Network Administrator Rezgateway,DevOps
2841,janith-udara,JavaScript PHP Cascading Style Sheets CSS MySQL C Hibernate Amazon Web Services AWS                                                 ,BSc in Software Engineering University of Kelaniya Sri Lanka, , ,DevOps Engineer WSO2,Software Engineering Intern  Creative Software, , ,DevOps
2842,dinuka-attanayake-a6487438,Java Programming SQL Databases MySQL C Shell Scripting Linux Ubuntu Python Windows Teamwork English Cloud Computing Microsoft SQL Server AWS Lambda Amazon Web Services AWS Networking Jenkins Troubleshooting Operating Systems Continuous Integration and Continuous Delivery CICD DevOps IIS Problem Solving Windows Server Apache Perl Oracle Puppet Storage Area Network SAN Bash Amazon CloudWatch Linux System Administration NetworkAttached Storage NAS SQL Server Configuration Management Release Management Infrastructure as code IaC                 ,Bachelor of Science Curtin University, , ,DevOps Engineer Aeturnum,Associate DevOps Engineer Aeturnum,Systems Associate - Data Centre Hatton National Bank PLC, ,DevOps
